description,cluster
rca azure key vault intermittent failures tracking id ljcz summary impact utc mar utc mar subset customers experienced issues andor encountered error message internalservererrors accessing vaults west europe north europe regions errors directly impacting customers performing operations control plane data plane azure key vault supported scenarios used customer managed keys encryption rest azure resource providers case resources unavailabletimeline mar utc first impact observed west europe mar utc west europe key vault service fails north europe mar utc north europe vaults impacted issue mar utc mitigations completed deploying new vms north europe fully recovered mar utc west europe fully recoveredroot cause updated apr azure key vaults microservice handles storage transactions west europe region impacted network resource exhaustion started mar utc triggered surge requests data plane specific type resource resulted excessive operations access backend storage overutilization network resources result code defect particular microservice also underprovisioned west europe north europe regions limited capacity handle increased load caused exceptionally high cpu usage typically prevented caching service limits throttle requests particular case gap cache implementation lower capacity allocated service resulted incident west europe region result service health monitoring automatically failed west europe traffic north europe utc north europe conditions led service degrading eventually experiencing outage mar utcmitigation first measure remediate situation underlying virtual machines vms supporting azure key vault rebooted however cpu usage continued high vms engineers deployed new vms higher capacity handle increased cpu usage redirected traffic completed regions recovered also preliminary measure prevent recurrence regions capacity reviewed increased globallynext steps updated apr apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited tothe azure key vault team immediately fixed storage access patterns resource type triggered incidentcapacity reevaluated globally ensure service resilient increased usagenew monitors added watch overly high resource usage monitors trigger autoscalingwe modifying failover pattern service paired region affected failover traffic another regionconstraints resource usage circuit breakers added level dependencies service gracefully react spikes traffic avoid extended incidentsprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,2
rca authentication errors across multiple microsoft services tracking id lnpz summary impact utc march utc march customers may encountered errors performing authentication operations microsoft services thirdparty applications depend azure active directory azure ad authentication mitigation azure ad service finalized utc march growing percentage traffic services recovered list major services extended recovery times utc march azure resource manager utc march azure key vault regions utc march azure storage configuration update applied first production tenant part safe deployment process utc march azure portal functionality fully restored utc march azure storage configuration change applied regions utc march remaining azure key vault regions west us central us east us utc march azure storage completed recovery declared incident fully mitigatedroot cause mitigation azure ad utilizes keys support use openid identity standard protocols cryptographic signing operations part standard security hygiene automated system timebased schedule removes keys longer use last weeks particular key marked retain longer normal support complex crosscloud migration exposed bug automation incorrectly ignored retain state leading remove particular keymetadata signing keys published azure ad global location line internet identity standard protocols public metadata changed utc march applications using protocols azure ad began pick new metadata stopped trusting tokensassertions signed key removed point end users longer able access applicationsservice telemetry identified problem engineering team automatically engaged utc march reverted deployment last backend infrastructure change progress key removal operation identified root cause key metadata rolled back prior state utcapplications needed pick rolled back metadata refresh caches correct metadata time mitigate individual applications varies due variety server implementations handle caching differently subset storage resources experienced residual impact due cached metadata deployed update invalidate entries force refresh process completed mitigation residually impacted customers declared utc march azure ad multiphase effort apply additional protections backend safe deployment process sdp system prevent class risks including problem first phase provide protections adding new key remove key component second phase scheduled finished midyear previous azure ad incident occurred september th incidents class risks prevented multiphase sdp effort completednext steps understand incredibly impactful unacceptable incident apologize deeply continuously taking steps improve microsoft azure platform processes help ensure incidents occur future september incident indicated plans apply additional protections azure ad service backend sdp system prevent class issues identified herethe first phase sdp changes finished second phase carefully staged deployment finish midyear initial analysis indicate fully deployed prevent type outage happened today well related incident september meantime additional safeguards added key removal process remain second phase sdp deployment completedin september incident also referred rollout azure ad backup authentication effort progressing well unfortunately help case provided coverage token issuance provide coverage token validation dependent impacted metadata endpointduring recent outage communicate via service health customers using azure active directory successfully communicate impacted downstream services assessed tooling deficiencies addressed enable us futurewe kept customers date investigations progress identified differences detail timing across azure microsoft dynamics caused confusion customers using multiple microsoft services repair item provide greater consistency transparency across servicesprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
argentina uruguay issue accessing azure resources tracking id nvqhd summary impact utc mar network infrastructure issue occurred impacting traffic argentina uruguay time customers areas may experienced intermittent issues connecting azure resourcesroot cause regional networking fiber cut resulted brief loss connectivity microsoft resourcesmitigation automated failover network traffic alternative fiber route mitigated issuestay informed azure service issues creating custom service health alerts httpsakamsashvideos video tutorials httpsakamsashalerts howto documentation,4
rca azure storage dependent services japan east tracking id plwvbt summary impact utc utc feb subset customers japan east may experienced service degradation increased latency resources utilizing azure storage including failure virtual machine disks azure services utilizing storage may also experienced downstream impactsummary root cause incident impacted storage scale unit heavier normal utilization due toincorrect limits set scale unit allowed load desirable placed reduced headroom usually available unexpected events sudden spikes growth allows time take loadbalancing actionsadditionally load balancing automation sufficiently spreading load scale units within regionthis high utilization triggered heavy throttling storage operations protect scale unit catastrophic failures throttling resulted failures increased latencies storage operations scale unitnote original rca mistakenly identified deployment triggering event increased load upgrade nodes upgraded removed rotation temporarily increasing load remaining nodes upgrade queue scale unit yet started apologies initial mistakebackground internal automated load balancing system actively monitors resource utilization storage scale units optimize load across scale units within azure region example resources disk space cpu memory network bandwidth targeted balancing load balancing storage data migrated new scale unit validated data integrity destination finally data cleaned source return free resources automated loadbalancing happens continuously realtime ensure workloads properly optimized across available resourcesdetailed root cause prior start impact automated loadbalancing system detected high utilization scaleunit performing data migrations balance load loadbalancing migrations make sufficient progress creating situation resource utilization scale unit reached levels safe thresholds try maintain sustained production operation kickstarted automated throttling incoming storage write requests protect scale unit catastrophic failures engineers engaged also detected utilization limits set scale unit control much data traffic directed scale unit higher expected give us sufficient headroom complete loadbalancing actions prevent customer facing impactmitigation mitigate customer impact fast possible took following actionsengineers took steps aggressively balance resource load storage scale unit loadbalancing migrations previously unable finish manually unblocked completed allowing sizeable quantity resources freed use additionally loadbalancing operations tuned improve throughput effectively distribute loadwe prioritized recovery nodes hardware failures taken rotation bring additional resources onlinethese actions brought resource utilization scale unit safe level well throttling thresholds storage services recovered around utc dependent services started recovering declared full mitigation utcnext steps sincerely apologize impact event customers next steps include limited tooptimize maximum allowed resource utilization levels scale unit provide increased headroom face multiple unexpected eventsimprove existing detection alerting cases loadbalancing keeping corrective action triggered early help avoid customer impactimprove loadbalancing automation handle certain edgecases resource pressure manual intervention currently required help prevent impactful eventsimprove emergencylevers allow faster mitigation impactful resource utilization related eventsprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,2
azure frontdoor europe timeouts connecting resources tracking id znvt summary impact approximately utc utc subset customers using azure frontdoor europe may experience timeouts andor issues connecting resources root cause engineers determined backend network device became unhealthy traffic automatically rerouted resulted azure front door requests fail mitigation manually removed faulty backend network device rerouted network traffic mitigated issuestay informed azure service issues creating custom service health alerts httpsakamsashvideos video tutorials httpsakamsashalerts howto documentation,4
rca azure cosmos db connectivity issues affecting downstream services west us region tracking id cvtvr summary impact february utc february utc subset customers using azure cosmos db west us may experienced issues connecting resources additionally azure services leverage azure cosmos db may also seen downstream impact time cosmos db outage affected user application requests west us small subset customers using cosmos db regions saw impact replication traffic west us customer impact azure cosmos db accounts dependent georeplication configurations placeaccounts georeplication read write requests failed west usaccounts georeplicated singlewrite multipleread regions read write requests failed west us cosmos db client sdk automatically redirected read requests healthy region increased latency may observed due longer geographic distancesaccounts georeplicated multiple write read regions read write requests may failed west us cosmos db client sdk automatically redirected read write requests healthy region increased latency may observed due longer geographic distancesroot cause february utc approximately thirteen hours incident impact cosmos db deployment completed west us using safe deployment practices unfortunately introduced code regression triggered utc resulting customer impact described abovea rare failure condition configuration store one west us clusters encountered frontend service responsible request routing customer traffic handle due code regression clusters frontend service failed address condition crashedfrontend services clusters region also make calls impacted clusters frontend service obtain configuration calls timed unavailability triggering unhandled failure condition resulting crash cascading effect impacted west us cosmos db frontend services cosmos db customers region would observed frontend service outage loss availabilitymitigation cosmos db internal monitoring detected failures triggered high severity alerts appropriate teams responded alerts immediately began investigating triage process engineers noted configuration stores failure condition led unhandled error uncommon triggered clusters worldwidethe team applied configuration change disable offending code causing process crashes automated service recovery restored cluster operationsnext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toexpediting roll hotfix cosmos db gateway application isolate failures internal metadata requests reduce regional interregional impactimproving cosmos db monitoring detect unhandled failuresimproving cosmos db frontend service remove dependencies current configuration store steadystateimproving publicly available documentation intent providing straightforward guidance actions customers take account configuration type event partial regional availability zone outagesimproving cosmos db automated failover logic accelerate failover progress due partial regional outagesprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,0
azure network infrastructure service availability issues customers located argentina mitigated tracking id dmsvc summary impact utc jan customers located argentina attempting access azure portal andor azure resources may experienced degraded performance network drops timeouts customers may also experienced downstream impact dependent azure services due underlying networking eventpreliminary root cause determined network device affecting network traffic argentina experienced hardware fault network traffic automatically reroutedmitigation took faulty network device rotation rerouted network traffic mitigate issuenext steps continue investigate establish full root cause prevent future occurrences stay informed azure service issues creating custom service health alerts httpsakamsashvideos video tutorials httpsakamsashalerts howto documentation,4
rca azure active directory authentication errors tracking id pst summary impact utc dec subset users europe might encountered errors authenticating microsoft services thirdparty applications impacted users would seen error message aadsts transient error occurred please try impact isolated users served one specific back end scale unit europe availability azure active directory ad authentication europe dropped success rate incident availability regions outside europe region remained within service level agreement slaroot cause azure ad back end geodistributed partitioned cloud directory store back end partitioned many scale units scale unit multiple storage units distributed across multiple regions request processing one back end scale units experienced high latency timeouts due high thread contention thread contention happened scale unit due particular combination requests recent change service topology scale unit rolled previouslymitigation mitigate problem engineers updated backend request routing spread requests additional storage units engineers also rolled back service topology change triggered high thread contentionnext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited augment existing load testing validate combination call patterns caused problem root cause reason thread contention make necessary fixes reenabling service topology changeprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca azure active directory bc north europe west europe tracking id shbpd summary impact utc utc oct subset customers using azure active directory bc aad bc north europewest europe may experienced errors connecting service customers may received http status code bad gateway http status code gateway timeoutroot cause north europewest europe regions configuration change compounded surge traffic exceeded regions operational thresholds required azure ad bc service augmentedmitigation performed change service configuration routing traffic affected regions alternate production environment production environment located regions necessary operational thresholds measures placenext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toensuring affected regions operational thresholds set appropriately servicethorough testing new environment ensure operates scales expectedreviewing monitoringalerts making adjustments ensure proximity operational thresholds detected much earlier enabling us take proactive action prevent issuesensuring failover systems place allow rapid routing traffic environmentsprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca azure resource manager issues accessing azure resources via arm tracking id zlxdht summary impact utc utc oct subset customers using resources leverage azure resource manager arm may received intermittent errors accessing performing service management operations create update delete multiple resources azure portal using cliroot cause issue caused misconfiguration broad phase deployment arm services resulted unanticipated utilization single partition cosmos db impact period due normal organic increase requests exceeding limits single cosmos db partition triggered throttling requests result failures errors received arm requests alerted impact based internal telemetry utc commenced investigation utc impact become widespreadduring integration testing early phases rollout inline safe deployment practices deployment show problems regressionmitigation recent deployment identified likely root cause parallel teams worked disable calls cosmos db introduced deployment also scaling cosmos db instance collectively mitigated impact utc telemetry showed expected decrease errors utc impact subsidednext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toinvestigate autoscaling resiliency techniques cosmos db dependenciesreview ensure proactive monitoring procedures include expected thresholds cosmos db dependent services test pilot early phases deploymentreview procedures create additional automated rules catch class misconfiguration code testing phaseprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,0
rca issues accessing microsoft azure services tracking id tyht summary impact utc utc oct subset customers may encountered increased latency packet loss failed connections authentication failures across multiple azure services retries may succeeded time users authenticated prior impact start time less likely experience authentication issues network resources restored utc azure services began automitigation services undergo manual intervention recover could led varying times recovery azure services utc confirmed azure services recovered root cause incident caused code defect version update component controls network traffic routing azure regions main parameters new code invoked production scale scope levels preproduction validation process flag issue following deployment production code defect prevented anomaly detection occurring normally would catch abnormal sudden increase number unhealthy devices force health validation devices removing routes network instance due prevention anomaly detection process wide area network software defined network wan sdn controller removed corresponding routes devices network code defect triggered hour rollout service update utc caused traffic use suboptimal routes inturn causing network congestion packet loss mitigation wan sdn controller automatically recovered transient issue health signals improved controller validated full health network devices added routes back devices mitigating network issue utc affected azure services began automitigate shortly thereafter including azure ad recovered utc prevent recurrence rolled back recent change use previous version traffic routing system next steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited following improving resiliency feed sources network state preventing bad data propagating sdn controller pipeline additional anomaly detection increase length time new versions service run preproduction global deployment increase test coverage virtualized environment open network emulator emulates production network improve sdn controller resiliency transients occur naturally virtualized environment new injected faultsprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
azure front door mitigated tracking id kndjp summary impact utc oct subset customers may experienced traffic routing unhealthy backendspreliminary root cause configuration change deployed causing incorrect routing traffic unhealthy backendsmitigation reverted recent change previous healthy configurationnext steps continue investigate establish full root cause prevent future occurrences,4
rca authentication errors across multiple microsoft services azure active directory integrated applications tracking id smf summary impact approximately utc september utc september customers may encountered errors performing authentication operations microsoft thirdparty applications services depend azure active directory azure ad authentication applications using azure ad bc authentication also impacted users already authenticated cloud services using azure ad likely experience issues may seen multiple authentication request failures corresponding average availability numbers shown aggregated across different customers workloadseurope success rate duration incidentamericas success rate duration incident improving mitigationasia success rate first minutes incident businesshours peak traffic started availability dropped lowestaustralia success rate duration incidentservice restored normal operational availability majority customers utc september however observed infrequent authentication request failures may impacted customers utcusers authenticated prior impact start time less likely experience issues depending applications services accessing resilience measures place protected managed identities services virtual machines virtual machine scale sets azure kubernetes services average availability throughout duration incident root cause september utc service update targeting internal validation test ring deployed causing crash upon startup azure ad backend services latent code defect azure ad backend service safe deployment process sdp system caused deploy directly production environment bypassing normal validation process azure ad designed geodistributed service deployed activeactive configuration multiple partitions across multiple data centers around world built isolation boundaries normally changes initially target validation ring contains customer data followed inner ring contains microsoft users lastly production environment changes deployed phases across five rings several daysin case sdp system failed correctly target validation test ring due latent defect impacted systems ability interpret deployment metadata consequently rings targeted concurrently incorrect deployment caused service availability degradewithin minutes impact took steps revert change using automated rollback systems would normally limited duration severity impact however latent defect sdp system corrupted deployment metadata resort manual rollback processes significantly extended time mitigate issuemitigation monitoring detected service degradation within minutes initial impact engaged immediately initiate troubleshooting following mitigation activities undertakenthe impact started utc within minutes monitoring detected unhealthy condition engineering immediately engagedover next minutes concurrency troubleshooting issue series steps undertaken attempt minimize customer impact expedite mitigation included proactively scaling azure ad services handle anticipated load mitigation would applied failing certain workloads backup azure ad authentication systemat utc established root cause began remediation initiated automated rollback mechanismsautomated rollback failed due corruption sdp metadata utc initiated process manually update service configuration bypasses sdp system entire operation completed utcby utc enough backend service instances returned healthy state reach normal service operational parametersall service instances residual impact recovered utcnext steps sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited followingwe already completedfixed latent code defect azure ad backend sdp systemfixed existing rollback system allow restoring last knowngood metadata protect corruptionexpand scope frequency rollback operation drillsthe remaining steps includeapply additional protections azure ad service backend sdp system prevent class issues identified hereexpedite rollout azure ad backup authentication system key services top priority significantly reduce impact similar type issue futureonboard azure ad scenarios automated communications pipeline posts initial communication affected customers within minutes impactprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca azure storage premium file shares east us tracking id smscfs summary impact utc utc sep subset customers using azure storage premium file shares east us may experienced issues accessing services downstream services may seen impact experienced service degradationroot cause single storage scale unit east us feature applied optimize performance io operations feature contained code bug infrequent error path hit would cause storage front end process become unhealthy incident started small number clients entered invalid state triggered combination routine network maintenance operations happened storage scale unit time code bug client side caused faulty error path hit frequently series events led multiple front ends becoming unhealthy resulted failed requests increased latencies duration incidentmitigation mitigated incident applying configuration change disable performance optimization feature introduced bug front end processes became healthy applied another configuration change balance load across front ends order speed recoverynext steps sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited following actionsthe performance optimization feature temporarily disabled storage scale units order prevent similar incidents code fix deployeda code fix developed validated deployed reenabling performance optimization featureimproving testing validation help catch similar issues roll productioninvestigating reason monitoring system trigger early warning alert front end processes started failingprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca connectivity issues uk south tracking id csdcz summary impact utc sep utc sep subset customers uk south may encountered issues connecting azure services hosted region customers leveraging availability zones configured zone redundancy would experienced loss service availability instances ability perform service management would impacted zone redundant storage zrs remained available throughout incidentroot cause mitigation th september customer impacting event occurred single datacenter uk south due cooling plant issue issue occurred maintenance activity performed facility site shut water tower makeup pumps via building automation system bas shut error noticed approximately utc teams began inspect plantby time issue begun impact downstream mechanical systems resulting electrical infrastructure supports mechanical systems shutting microsoft operates datacenters n design meaning operate fully redundant mirrored system n design meant protect interruptions could cause potential downtime however case cascading failures impacted sides electrical infrastructure supports mechanical systems thermal event detected internal systems automation began power various resources network storage compute infrastructure protect hardware data durability portions infrastructure could powered automatically example due connectivity issues shut via manual interventionit took approximately minutes team diagnose root cause begin remediate mechanical plant issues cooling restored utc utc temperatures across affected parts data center returned normal operational rangesnetworking recovery began approximately utc beginning powercycling network switches recover selfpreservation state entered overheated recovery order prioritized first bring azure management infrastructure storage clusters compute clusters online network switches providing connectivity set resources powercycled started show health engineers began recovering classes resources network recovery completed utc shortly impacted storage compute clusters regained connectivity engineers took steps bring remaining unhealthy servers back onlinenext steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toreview logs alarms affected mechanical electrical gear help ensure damage failed components completereview update operational procedure change management help ensure correct checks place system changes via commands across systems validated visually prior commencement work return normal statevalidate update discrimination study mechanical electrical systemsprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,2
rca network latency issue west europe tracking id klct summary impact utc sep subset customers may experienced intermittent latency issues connecting resources hosted west europe retries may worked timeframeroot cause two separate events occurred close succession prior start impact incidentapproximately hours impact start local activity likely construction vicinity data centre cause increase number packets corrupted transmission fiber optic cables data centers west europe region errored packets detected dropped networking automation systems took links service opened tickets local site repaired standard process automated safety checks validated impact related thisseparately utc significant fibercut occurred approximately kilometres data centre one one paths data centers cut impacted capacity route event would impact traffic overall west europe regioneach events isolation would perceptible impact networking operations west europe combined resulted links data centres receiving unequal share traffic becoming congested dropping packets impact less total capacity impacted links connections travelled congested links would experienced increased packet loss latency connections spread available links services retried requests opening new connections likely unaffected successfulthe time mitigate extended need oncall engineers identify multiple causes links identify best way reduce congestion rebalance traffic initial response large number concurrent alerts resulted oncall engineers taking actions moved congestion one link another resolve itmitigation mitigation achieved engineers manually determining links experienced errors could put back service rebalancing traffic across links service full mitigation declared utc customers would see improvement advance time full restoration achieved september utc significant fiber cut repairednext steps sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toaccelerate readiness additional fiber paths data centres reduce impact future fiber cutsimprove tooling used oncall engineers responding complex incidents multiple causes downed links reduce congestion faster achieve mitigation quicklyprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,2
content delivery network cdn service degradation mitigated tracking id dlyynd summary impact utc aug subset customers using azure cdn verizon may experienced service degradationpreliminary root cause determined recent deployment task impacted connectivity origins causing dynamic cache miss requests failmitigation cdn provider rolled update fixed issuenext steps continue investigate establish full root cause prevent future occurrences stay informed azure service issues creating custom service health alerts httpsakamsashvideos video tutorials httpsakamsashalerts howto documentation,4
rca degraded connectivity microsoft services within southeast region united states tracking id mdmtt summary impact approximately utc utc utc utc aug subset customers connecting one microsofts edgenodes httpsakamsmsglobalnetwork southeast united states us may experienced intermittent periods degraded connectivity attempting connect azure microsoft xbox resourcesroot cause microsofts global network consists edgenodes connect internet externally two backbone sites internally via diverse optical fiber paths redundancy failure scenarioson aug utc experienced dual fiber path failure isolating one edgenodes southeastern us initial fiber path incident occurred aug utc due fiber cut causing path removed microsofts global network traffic routed secondary fiber path per design meanwhile fiber provider dispatched technician work resolving initial fiber incident working incident technician inadvertently disconnected secondary fiber path utc resulted secondary path removed microsofts global network isolating edgenode siteour network designed withstand site isolation traffic rerouted next closest edgenode region however identified router edgenode site continued advertise local prefixes internet resulted blackholing internet traffic destined prefixes edgenode site route advertisement local prefixes withdrawn router site isolated microsoft global network secondary fiber path incident occur due missing configuration site detect site isolation resulted outage addition customer notification event delayed due correlation event impactmitigation outage mitigated fiber provider technician completely restored fiber connectivity utc aug next steps sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited totaking steps prevent dual failures occurring reduce degree impact shorten timetomitigate implementing improved failover operations backup sitesmodifying router configurations globally implement conditional prefix advertisement withdrawal ensure routers disconnect expected isolation eventsimproving alert correlation notify fiber technicians timely manner improve overall notification experienceprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,2
rca azure dns connectivity issues tracking id ttpyp summary impact utc approx jul azure dns experienced transient resolution issue inturn impacted connectivity azure services authoritative dns services impacted issueroot cause decommissioning legacy preview dns solution inadvertently caused data streams azure dns recursive resolver service become sync resolver state detected sync pipeline triggered reset resolver instances recover stale state unfortunately reset done staggered fashion led multiple resolver instances rebooting time turn led degradation service caused dns resolution failures queries originating virtual networks azure services dependent azure dns resolver service also saw degradation service timethe impact incident observed across multiple azure regions varying degrees instances service saw impact impacted instances autorecovered within minutes though instances took minutes recover dns resolution issues fully automitigated across regions within minutes time authoritative azure dns service impacted dns queries originating internet zones hosted azure dns answered successfullymitigation issue selfhealed restarts completed services dependencies recursive dns service would seen restoration functionality also dns service fully mitigated utc services multiple dependencies may taken longer customers see full service restorationnext steps sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited tofixing orchestration logic sync pipeline help ensure resolver instances reset staggered partitioned fashionimproving resolver startup sequence help ensure resolver instance running minutes resetprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca virtual machines virtual machine unexpected restarts tracking id sjt summary impact utc jul utc jul subset customers using virtual machines vms may experienced intermittent connection failures trying access virtual machines virtual machines may also restarted unexpectedlyroot cause determined ongoing os update deployment task inadvertently contained code configuration error resulted number previously addressed bug fixes reverted subset clusters manifested system deadlock subset host nodes running vm workloads heavy disk io result vms nodes rebootedmitigation stopped ongoing deployment subsequently developed rolled new deployment task contained code fix detect new patch needed applied fix deployed impacted clusters thereby mitigating vm reboots customer impactin parallel deploying permanent fix across regions expedited mitigation customers identifying affected nodes hosting customers vm workloads reattaching patches nodesnext steps understand time mitigate incident longer desired sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help reduce duration incidents includes limited toincorporating missed combination software versions system configurations validation matrix deploying similar updatesimproving rollout monitoring correlation capabilities detect faults halt rollout soonerprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
azure devops service outage mitigated tracking id sndlns summary impact utc jul customers using azure devops multiple regions may observed connectivity errors devops services preliminary root cause identified inadvertent error configuration change backend service caused outage mitigation applied configuration update fully mitigated issue next steps continue investigations establish full root cause prevent future occurrences stay informed azure service issues creating custom service health alerts httpsakamsashvideos video tutorials httpsakamsashalerts howto documentation,4
rca azure sql database japan east tracking id clckld summary impact utc jul subset customers using azure sql database azure sql data warehousesynapse analytics azure database mysql azure database postgresql azure database mariadb japan east may experienced service connection failures possible timeouts services utilizing sql databases may also impactedroot cause connections azure sql database related data services go load balanced set frontend nodes gateways provide directory lookup services reroute incoming connections intended backend nodes hosting database scalability zone redundancy purposes multiple active sql gateway clusters region incident one sql gateway clusters became unhealthy intermittent impact login availability specific network traffic pattern combined networking stack configuration sql gateway instances triggered imbalance cpu processing new connection requests persistence cpu imbalance long period time caused high response latency increased timeouts connection requests error condition propagated across multiple instances sql gateway cluster region sometimes causing service restartmitigation multiple sql gateway instances became healthy upon triggered service restart investigation able isolate specific network pattern configuration setting caused incident able reconfigure traffic prevent recurrence next steps apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited tofix underlying issue causes service restart condition occursimprove alerting logic add identified telemetry diagnose kind issues fasteractivate newer sql gateway cluster region efficient networking stack configuration reduces chances hitting processing imbalanceprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,0
rca azure active directory authentication errors tracking id pmhhns summary impact utc jun utc jun subset customers using azure active directory may experienced authentication issues accessing resources customers may received following error message aadsts transient error occurred please try againroot cause unexpected increase traffic volume resource utilization infrastructure region responsible acquiring authentication tokens resulted regional contention exceeded operational thresholds resulting authentication issues subset customersmitigation backend infrastructure scaled increase resources traffic redistributednext steps continuously taking steps improve microsoft azure platform processes help ensure incidents occur future includes limited toimprovements systems dynamically scale resources scenario accordingly corresponding monitoringimprovements monitoring better detect increases traffic similar scenariosreview enhance procedures improve customer communication experienceprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,3
rca storage east us tracking id vhkj summary impact utc jun subset storage customers east us may experienced connection failures trying access resources hosted region services dependencies impacted storage resources virtual machines may also experienced downstream impact timeroot cause engineers determined incident planned power maintenance activity datacenter caused impact single storage scale unit became unhealthy incident caused power lost subset racks comprising single storage scale unitthe maintenance activity impact storage scale unit caused scale unit reduced redundant power options time incident racks network devices two sources power redundancy standard procedure types maintenance isolate resources single source power short period isolation completed scale unit maintenance could begin distribution breaker redundant power source tripped open unexpectedly power lost subset racksmitigation site engineers paused maintenance work inspected electrical distribution system ensure apparent equipment fault issues found tripped breaker determined failed power restored closing breaker previously opened commence isolation scale unit restored single power source impacted racks new breaker located fullytested installation bad breaker redundant power supply replaced new breaker redundant power also restored affected racksonce power restored impacted storage racks automated restart process storage resources began restored scale unit full operation restart process storage clusters follows series structured steps ensure full integrity customers data preserved access storage resources scale unit would become available short period time final mitigation declared customers would seen recovery prior timesubsequent testing showed breaker internal failure one phase sent manufacturer full forensic analysisnext steps sincerely apologize impact affected customers continuously taking steps improve microsoft azure platform processes help ensure incidents occur future case includes limited toforensic investigation breaker failedreview breaker maintenance testing requirementsimproving monitoring alerting visibility maintenance modesensuring electrical maintenance activities associated power switching monitored closely automated processes manage unintended impactprovide feedback please help us improve azure customer communications experience taking survey httpsakamsazurepirsurvey,2
